url,headline,published_date,full_content,extraction_method,error,year,month
https://economictimes.indiatimes.com/industry/banking/finance/insure/pnb-metlife-announces-rs-594-crore-bonus-to-policyholders-for-fy22/articleshow/92881473.cms,PNB MetLife announces Rs 594 crore bonus to policyholders for FY22,"14 Jul, 2022, 10:13 PM IST","Agencies PNB MetLife said its strong fund management capabilities coupled with robust risk management practices have enabled the company to reward policyholders with consistent bonus pay-outs. PNB MetLife India Insurance Company Limited (PNB MetLife) on Thursday announced a bonus of Rs 594 crore for all eligible policyholders of participating products for fiscal year ended March 2022. A policyholder bonus is the share of profits generated by the company's participating fund, which is paid to customers at specific benefit events. The insurer said it has been consistently declaring bonuses on participating products every year, and the bonus amount for FY22 is 12 per cent higher than that of FY21. This bonus sum will benefit 4.95 lakh customers whose policies were in force as of 31st March 2022, PNB MetLife said in a release. ""This is the highest bonus that we have ever given out since our inception. Though the pandemic outbreak led to market volatility, we at PNB MetLife have been able to deliver consistent returns to our policyholders as a result of our prudent management practices,"" Ashish Kumar Srivastava , MD & CEO, PNB MetLife, said. PNB MetLife said its strong fund management capabilities coupled with robust risk management practices have enabled the company to reward policyholders with consistent bonus pay-outs. (",article tag,,2022,July
https://economictimes.indiatimes.com/industry/banking/finance/insure/metlife-plans-to-raise-its-stake-in-indian-venture-acquire-stake-of-ige-elpro/articleshow/86759189.cms,"Metlife plans to raise its stake in Indian venture; acquire stake of IGE, Elpro","04 Oct, 2021, 09:17 PM IST","iStock Metlife (File Photo) US-based insurance firm Metlife on Monday said it proposes to raise its stake in its Indian venture by acquiring a 15.27 per cent stake of IGE (India) Private Limited and Elpro International Limited in PNB MetLife India Insurance Company. With the acquisition, MetLife International Holdings, LLC (MIHL) in PNB Metlife will increase to 47.32 per cent, MetLife said in a statement. The share purchase agreement with IGE and Elpro International is subject to all necessary regulatory approvals, it said. ""MetLife's joint-venture in India has all of the hallmarks we look for in deploying capital to create long term shareholder value: a track record of consistent execution, an extensive distribution network, strong growth and an advantaged position in one of the world's most attractive life insurance markets,"" said Kishore Ponnavolu, regional president, MetLife Asia. Founded in 2001, PNB MetLife's shareholders include MIHL (32 per cent stake), Punjab National Bank (PNB), and Elpro other private investors. PNB joined as the promoter of PNB Metlife Insurance with a 30 per cent stake in 2012. The Dabriwala family, promoted by Rajendra Dabriwala and his son, Surbhit Dabriwala through their companies, IGE and Elpro, is one of the initial investors in PNB MetLife, with access to more than 200 million customers across 15,000 sales locations nationwide. Live Events ""The Dabriwala family has been a strong supporter of PNB MetLife and valued members of its board, and we thank them for their contribution to the company,"" he said. (",article tag,,2021,October
https://economictimes.indiatimes.com/industry/banking/finance/insure/pnb-metlife-announces-rs-532-cr-bonus-for-policyholders-in-fy21/articleshow/84472811.cms,PNB MetLife announces Rs 532 cr bonus for policyholders in FY21,"16 Jul, 2021, 05:02 PM IST","Agencies PNB MetLife India Insurance Company has announced a bonus of Rs 532 crore for the eligible policyholders of participating products during 2020-21. This bonus is 7 per cent higher than that in previous year. PNB MetLife said it has been consistently declaring bonus on participating products every year and 4.6 lakh customers, whose policies are in force as of March 31, 2021, will be benefiting from this bonus. Policyholder bonus is the share of profits generated by the company's participating funds which is paid to the customers at various benefit events. PNB MetLife's strong fund management capabilities coupled with robust risk management practices have enabled the company to reward policyholders with higher bonus payouts, the insurer said in a release on Friday. Live Events Ashish Kumar Srivastava, MD & CEO, PNB MetLife, said despite these trying times, the company has delivered steady growth on participating products over the years. ""The declaration of this Rs 532 crore bonus reinforces our commitment to help our customers reach their financial aspirations through every stage of Life,"" he said. PNB MetLife's shareholders include MetLife International Holdings LLC . (MIHL), Punjab National Bank (PNB), Jammu & Kashmir Bank, M Pallonji and Company Pvt Ltd and other private investors. MIHL and PNB are the majority shareholders. (",article tag,,2021,July
https://economictimes.indiatimes.com/industry/banking/finance/insure/pnb-metlife-to-sell-policies-to-baharain-bank-customers/articleshow/61595340.cms,PNB MetLife to sell policies to Baharain Bank customers,"10 Nov, 2017, 06:03 PM IST","PTI Private sector life insurer PNB MetLife has inked a corporate agency tie-up with Bank of Bahrain and Kuwait (BBK) to sell retail and group insurance products of the company to the foreign bank's customers in India. As a part of this tie-up, PNB MetLife will offer its wide array of best-in-class and innovative insurance solutions to BBK's India customers spread across its branches, PNB MetLife said in a statement. ""Bancassurance tie-up forms an important part of the PNB MetLife's growth strategy and the company has forged many successful alliances, to enhance its distribution footprint in the country,"" it said. PNB MetLife will offer its products across protection, health, savings, wealth and rural plans to the customers of BBK. PNB Metfile MD & CEO Ashish Srivastava said, ""It will be able to offer customised insurance solutions to BBK customers."" Mallikarjun Kota, Country Head and Chief Executive Office,r said: ""Bank of Bahrain and Kuwait has been operating in India for over 30 years...BBK intends to leverage its strong presence in the region and amongst the Indian diaspora to serve with most suitable solutions."" PNB MetLife is jointly held by MetLife International Holdings LLC (MIHL), Punjab National Bank (PNB), Jammu and Kashmir Bank, M Pallonji and Company Private Ltd and other private investors. MIHL and PNB are the majority shareholders in the firm. PNB MetLife had 93,015 polices/schemes outstanding by September 2017. Its premium collection by the end of second quarter (September) of this fiscal was at Rs 555.40 crore, up from Rs 440.45 crore till the same time a year ago. (",article tag,,2017,November
https://economictimes.indiatimes.com/markets/stocks/earnings/pnb-metlife-india-fy14-net-profit-up-by-78-per-cent-at-rs-192-crore/articleshow/35166342.cms,PNB MetLife India FY'14 net profit up by 78 per cent at Rs 192 crore,"15 May, 2014, 05:42 PM IST","PTI MUMBAI: Private sector player PNB MetLife India (PNB MetLife) today reported 78 per cent growth in net profit at Rs 192 crore for 2013-14 on the back of operational efficiencies and higher sales from long-term regular premium products. PNB MetLife's net profit stood at Rs 108 crore in 2012-13, the company said in a release. This is the fourth consecutive year of the company, which is ranked amongst top 10 private players, declaring profits. The adjusted new business premium (ANBP) of the company stood at Rs 587 crore in 2013-14 compared to Rs 572 crore in 2012-13. PNB MetLife's market share also increased to 3.2 per cent in FY'13 from 3 per cent last year. The Claims Settlement Ratio of the company also improved to 90 per cent from 84 per cent in the previous year. ""The profitability has been as a result of operational efficiencies and higher sales from long-term regular premium products (close to 90 per cent of our portfolio). We are currently focused on bancassurance and agency sales force, but the aim is to be a multi-distribution model including online. ""Our objective is to grow our top-line without comprising on the profitability,"" PNB MetLife Managing Director and CEO Tarun Chugh said. PNB MetLife is a joint venture between MetLife International Holdings (MIHI), Punjab National Bank (PNB), Jammu & Kashmir Bank (JKB), M Pallonji and Company and other private investors, with MIHI and PNB being the majority shareholders. Live Events",article tag,,2014,May
https://economictimes.indiatimes.com/wealth/personal-finance-news/pnb-gets-regulatory-approvals-for-acquiring-30-stake-in-metlife-india-insurance-company-to-be-re-branded/articleshow/17887422.cms,"PNB gets regulatory approvals for acquiring 30% stake in Metlife India Insurance, company to be re-branded","04 Jan, 2013, 06:44 PM IST","PTI NEW DELHI: Punjab National Bank today said it has received all regulatory approvals for acquiring 30 per cent stake in Metlife India Insurance . Income Tax Guide Income Tax Slabs FY 2025-26 Income Tax Calculator 2025 New Income Tax Bill 2025 Following this, the private sector life insurer would be re-branded as PNB Metlife India Ltd. In a filing on BSE , PNB said, the bank has received all regulatory approvals, including CCl's, for acquiring 30 per cent stake in Metlife India Insurance. Both PNB and MetLife India had approached the fair trade regulator Competition Commission of India (CCI) for approval on December 7, 2012. On closing of the transaction, the company will be re-branded, it said. Live Events State-run PNB had announced picking up of 30 per cent stake in MetLife India Insurance for an undisclosed sum in 2011. As per the terms of the deal, US-based MetLife will have an arrangement with the existing shareholders and will raise its stake to 26 per cent within 120 days of operationalisation of the deal. Currently, MetLife India stakeholders, include Jammu and Kashmir Bank , Shapoorji Pallonji and other investors, besides MetLife. It is to be noted that PNB in 2010 decided to part ways with its foreign partner Principal Financial Group in a proposed life insurance joint venture it set up four years ago. PNB bought the entire 26 per cent stake held by Principal Financial Group and the 32 per cent participating interest of domestic firm UK ( Berger ) Paints in Principal PNB Life Insurance Company Ltd. PNB's stake in the proposed joint venture was 30 per cent, while that of Vijaya Bank was 12 per cent.",article tag,,2013,January
https://economictimes.indiatimes.com/industry/banking/finance/banking/cci-approves-stake-buy-by-pnb-in-metlife-india-insurance/articleshow/17875489.cms,CCI approves stake buy by PNB in MetLife India Insurance,"03 Jan, 2013, 08:56 PM IST","NEW DELHI: Fair trade regulator CCI has approved 30 per cent stake purchase by state-owned Punjab National Bank ( PNB ) in MetLife India Insurance Company . The Competition Commission of India (CCI) said the deal would not have any adverse impact on the competition scenario. In its order on December 26, CCI noted that operations of PNB and MetLife India are not similar or identical. ""Although PNB provides services to MetLife India as a distribution agent, the share of MetLife India in the business of life insurance is relatively insignificant and is not likely to raise any adverse effect on competition in India,"" CCI said. In 2011, PNB had announced picking up of 30 per cent stake or about 60.38 crore shares in MetLife India for an undisclosed amount. Live Events Besides, the two entities had reached an agreement following which PNB is acting as an agent of MetLife India for the distribution of its insurance products. MetLife India is a joint venture between MetLife International (an affiliate of US-based MetLife Inc) and group of Indian investors. Both PNB and MetLife India had approached the fair trade regulator for approval on December 7, 2012. (",article tag,,2013,January
https://economictimes.indiatimes.com/wealth/personal-finance-news/metlife-launches-new-term-insurance-product-online/articleshow/6741556.cms,MetLife launches new term insurance product online,"13 Oct, 2010, 02:55 PM IST","NEW DELHI: Private sector insurer MetLife India Insurance today launched a term insurance product Met Protect, the first such life cover plan by the company to be available online . Income Tax Guide Income Tax Slabs FY 2025-26 Income Tax Calculator 2025 New Income Tax Bill 2025 Met Protect would allow customers within the age group of 21-45 years to avail of life cover protection through the Internet, MetLife said in a statement. Term Insurance is a product that provides protection only for a specified period of time. ""By launching Met Protect, we are taking yet another step to reach our customers and empower them to self-design their protection plan with least effort and time,"" MetLife Managing Director Rajesh Relan said. Met Protect would offer customers single and semi-annual premium payment option, the first of its kind amongst all the term products available online. Live Events ""This is part of our larger strategy towards increasing our distribution reach and enabling us to maximise the benefits in order to provide value to the customers,"" he added. MetLife currently has over 55,000 financial advisers and bancassurance distribution channel offering products to 17 million customers. MetLife India is a joint venture between the US-based MetLife International Holdings, The Jammu and Kashmir Bank, M Pallonji and other private investors.",article tag,,2010,October
https://economictimes.indiatimes.com/wealth/personal-finance-news/metlife-persistency-ratio-highest-among-industry-at-84/articleshow/6432182.cms,MetLife persistency ratio highest among industry at 84%,"25 Aug, 2010, 02:45 PM IST","NEW DELHI: Private sector insurer MetLife on Wednesday said it has been able to retain 84 per cent of its customers in April-June quarter against the industry average of 70 per cent. Income Tax Guide Income Tax Slabs FY 2025-26 Income Tax Calculator 2025 New Income Tax Bill 2025 Private sector taken together has average persistency ratio (APR) of 68 per cent and while the industry as a whole, comprising LIC, has APR of 70 per cent. Persistency ratio is one the key determinants of the financial health of the life insurance player, which is a result of increasing faith that customers have in MetLife brand and products, the company said in a statement. This is also a reflection of the excellent customer service that the organisation provides to its customers, it said. Commenting on this, MetLife India Insurance Managing Director Rajesh Relan said, ""In an industry that is going through a significant upheaval, we are very pleased to see customers repose high levels of trust in MetLife's brand and products. This is yet another reflection of our commitment to provide our customers with the best-in-class products and services that are un-matched in the industry."" Live Events Additionally, this indicates that MetLife is ready to meet the challenges based on new ULIP guidelines, he said. MetLife, it said, has also recorded the ticket size of Rs 27,000 in new business premium during April-June quarter which is higher compared to average of private players at Rs 21,000 and the industry average of Rs 20,000. MetLife has over 55,000 financial advisors and 1.7 crore customers. MetLife India is a joint venture between the US-based MetLife International Holdings, The Jammu and Kashmir Bank, M Pallonji and other private investors.",article tag,,2010,August
https://economictimes.indiatimes.com/news/international/metlife-q1-profit-at-usd-805-mn/articleshow/5877035.cms,Metlife Q1 profit at USD 805 mn,"30 Apr, 2010, 04:56 PM IST","NEW YORK: Life insurer Metlife Inc on Friday said it has returned to profit during the first quarter with a net income of USD 805 million on investment gains. In the year-ago period, the company had a net loss of USD 574 million, Metlife said in a statement. ""MetLife delivered very strong first quarter results, generating significant earnings growth, growing premiums, fees & other revenues by 12 per cent and increasing net investment income by 31 percent. ""Improved equity market levels, solid underwriting results and our expense savings efforts also contributed to our strong performance in the quarter,"" MetLife Chairman President and CEO C Robert Henrikson said. MetLife reported a net investment income which includes dividends and payments on bond rose 31 per cent from year-ago period to USD 4.3 billion in the first quarter ended March 31, 2010. Live Events The company's total operating revenues rose 17 per cent from year-ago period to USD 13.06 billion in the three-month period ended March 31. Metlife said its earnings from overall premiums, fees & other revenues stood at USD 8.8 billion, up 12 per cent from the first quarter of 2009, driven by growth in the US and International businesses. In the Europe/the Middle East/ India region, premiums, fees and other revenues were up 30 per cent ""due to growth primarily in India."" Last month, MetLife acquired AIG 's American Life Insurance Company (ALICO) unit for USD 15.5 billion to expand its footprint. (",article tag,,2010,April
